mnemonic,unit,value,descr,API,file,MaxDepth
BHT,DEGF,170,Bottom Hole Temperature,0503306173,0503306173_3144183.las,8628.0
MRT,DEGF,170,Maximum Recorded Temperature,0503306173,0503306173_3144183.las,8628.0
BHT,DEGF,121,Bottom Hole Temperature,0503306174,0503306174_3314958.las,6345.0
MRT,DEGF,123,Maximum Recorded Temperature,0503306174,0503306174_3314958.las,6345.0
BHT,DEGF,85,Bottom Hole Temperature,0503306175,0503306175_3565663.las,6355.0
MRT,DEGF,87,Maximum Recorded Temperature,0503306175,0503306175_3565663.las,6355.0
BHT,DEGF,170.0,Bottom Hole Temperature,0503906677,0503906677_4215202.las,7757.5
MRT,DEGF,170.0,Maximum Recorded Temperature,0503906677,0503906677_4215202.las,7757.5
MRT,DEGC,112.778,Maximum Recorded Temperature,0503906680,0503906680_3761791.las,9640.0
BHT,DEGF,191.0,Bottom Hole Temperature,0503906682,0503906682_4260657.las,9291.5
MRT,DEGF,191.0,Maximum Recorded Temperature,0503906682,0503906682_4260657.las,9291.5
BHT:1,DEGF,154.0,BOTTOM HOLE TEMPERATURE (USED IN CALCULATIONS) | RUN1,0504106064,0504106064_3075479.las,6172.5
MRT2:1,,,MAXIMUM RECORDED TEMPERATURE 2 | RUN1,0504106064,0504106064_3075479.las,6172.5
MRT1:1,DEGF,154.0,MAXIMUM RECORDED TEMPERATURE 1 | RUN1,0504106064,0504106064_3075479.las,6172.5
BHT:2,DEGF,154.0,BOTTOM HOLE TEMPERATURE (USED IN CALCULATIONS) | RUN2,0504106064,0504106064_3075479.las,6172.5
MRT:1,DEGF,154.0,MAXIMUM RECORDED TEMPERATURE | RUN2,0504106064,0504106064_3075479.las,6172.5
BHT:3,DEGF,154.0,BOTTOM HOLE TEMPERATURE (USED IN CALCULATIONS) | RUN3,0504106064,0504106064_3075479.las,6172.5
MRT:2,DEGF,154.0,MAXIMUM RECORDED TEMPERATURE | RUN3,0504106064,0504106064_3075479.las,6172.5
BHT:4,DEGF,154.0,BOTTOM HOLE TEMPERATURE (USED IN CALCULATIONS) | RUN4,0504106064,0504106064_3075479.las,6172.5
MRT2:2,,,MAXIMUM RECORDED TEMPERATURE 2 | RUN4,0504106064,0504106064_3075479.las,6172.5
MRT1:2,DEGF,154.0,MAXIMUM RECORDED TEMPERATURE 1 | RUN4,0504106064,0504106064_3075479.las,6172.5
BHT,degF,200.0,Bottom Hole Temperature,0504306174,0504306174_2769303.las,2556.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064030.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064030.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064031.las,5853.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064031.las,5853.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064032.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064032.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064033.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064033.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064047.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064047.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064048.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064048.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064063.las,5926.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064063.las,5926.0
BHT,DEGF,156,Bottom Hole Temperature,0504306216,0504306216_3064064.las,5853.0
MRT,DEGF,156,Maximum Recorded Temperature,0504306216,0504306216_3064064.las,5853.0
BOTTEMP,DEGF,160.0,Bottom Hole Temperature,0504306221,0504306221_3064022.las,9861.0
BHT,DEGF,213.0,Bottom Hole Temperature,0504507193,0504507193_2363978.LAS,7167.0
MRT,DEGF,213.0,Maximum Recorded Temperature,0504507193,0504507193_2363978.LAS,7167.0
BHT,DEGF,184.0,Bottom Hole Temperature (used in calculations),0504507933,0504507933_2370503.LAS,8875.0
MRT,DEGF,184.0,Maximum Recorded Temperature,0504507933,0504507933_2370503.LAS,8875.0
BHT,DEGF,81.0,Bottom Hole Temperature (used in calculations),0504507979,0504507979_2249888.LAS,1560.0
MRT,DEGF,81.0,Maximum Recorded Temperature,0504507979,0504507979_2249888.LAS,1560.0
BHT,DEGF,179.0,Bottom Hole Temperature (used in calculations),0504507979,0504507979_2268371.LAS,8676.0
MRT,DEGF,179.0,Maximum Recorded Temperature,0504507979,0504507979_2268371.LAS,8676.0
BHT,DEGF,183.0,Bottom Hole Temperature (used in calculations),0504508133,0504508133_2224936.LAS,7566.0
MRT,DEGF,183.0,Maximum Recorded Temperature,0504508133,0504508133_2224936.LAS,7566.0
BHT,DEGF,205.0,Bottom Hole Temperature (used in calculations),0504508134,0504508134_2325593.LAS,8355.5
MRT,DEGF,205.0,Maximum Recorded Temperature,0504508134,0504508134_2325593.LAS,8355.5
BHT,DegF,32.0,Bottom Hole Temp,0504508927,0504508927_2761301.las,8713.5
MRT,DegF,32.0,Max Recorded Temp,0504508927,0504508927_2761301.las,8713.5
BHT,DEGF,180.0,Bottom Hole Temperature (used in calculations),0504508931,0504508931_2323988.LAS,8513.0
MRT,DEGF,180.0,Maximum Recorded Temperature,0504508931,0504508931_2323988.LAS,8513.0
BHT,DEGF,264.0,Bottom Hole Temperature,0504509079,0504509079_2262794.LAS,10122.0
MRT,DEGF,264.0,Maximum Recorded Temperature,0504509079,0504509079_2262794.LAS,10122.0
BHT,DEGF,171.0,Bottom Hole Temperature (used in calculations),0504509118,0504509118_2267652.LAS,5920.0
MRT,DEGF,171.0,Maximum Recorded Temperature,0504509118,0504509118_2267652.LAS,5920.0
BHT,DEGF,193.0,Bottom Hole Temperature (used in calculations),0504509118,0504509118_2371605.LAS,6176.0
MRT,,,Maximum Recorded Temperature,0504509118,0504509118_2371605.LAS,6176.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509118,0504509118_2377985.LAS,6234.0
MRT,DEGF,151.0,Maximum Recorded Temperature,0504509118,0504509118_2377985.LAS,6234.0
BHT,DEGF,226.0,Bottom Hole Temperature (used in calculations),0504509140,0504509140_2769817.las,7386.0
MRT,DEGF,226.0,Maximum Recorded Temperature,0504509140,0504509140_2769817.las,7386.0
BHT,DEGF,166.0,Bottom Hole Temperature (used in calculations),0504509154,0504509154_2231244.LAS,7242.0
MRT,DEGF,166.0,Maximum Recorded Temperature,0504509154,0504509154_2231244.LAS,7242.0
BHT,DEGF,209.0,Bottom Hole Temperature (used in calculations),0504509224,0504509224_2292863.LAS,11060.0
MRT,DEGF,209.0,Maximum Recorded Temperature,0504509224,0504509224_2292863.LAS,11060.0
BHT,DEGF,150.0,Bottom Hole Temp,0504509261,0504509261_2405196.LAS,9389.0
MRT,DEGF,*******,Max Recorded Temp,0504509261,0504509261_2405196.LAS,9389.0
MRT,,229 F,MAXIMUM RECORDED TEMPERATURE,0504509293,0504509293_2757301.las,6950.0
BHT:1,,,Bottom Hole Temperature,0504509299,0504509299_2585348.las,6945.0
MRT:1,,,Max Recorded Temperature,0504509299,0504509299_2585348.las,6945.0
BHT:2,,,Bottom Hole Temperature,0504509299,0504509299_2585348.las,6945.0
MRT:2,,,Max Recorded Temperature,0504509299,0504509299_2585348.las,6945.0
BHT:3,,,Bottom Hole Temperature,0504509299,0504509299_2585348.las,6945.0
MRT:3,,,Max Recorded Temperature,0504509299,0504509299_2585348.las,6945.0
BHT,DEGF,176.0,Bottom Hole Temperature (used in calculations),0504509324,0504509324_2307162.LAS,8030.0
MRT,DEGF,176.0,Maximum Recorded Temperature,0504509324,0504509324_2307162.LAS,8030.0
BHT,DEGF,162.0,Bottom Hole Temperature (used in calculations),0504509347,0504509347_2267913.LAS,7704.0
MRT,DEGF,162.0,Maximum Recorded Temperature,0504509347,0504509347_2267913.LAS,7704.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509354,0504509354_2282045.LAS,6402.0
MRT,DEGF,159.0,Maximum Recorded Temperature,0504509354,0504509354_2282045.LAS,6402.0
BHT,DEGF,144.0,Bottom Hole Temperature (used in calculations),0504509355,0504509355_2295573.LAS,6031.5
MRT,DEGF,144.0,Maximum Recorded Temperature,0504509355,0504509355_2295573.LAS,6031.5
BHT,DEGF,132.0,Bottom Hole Temperature (used in calculations),0504509356,0504509356_2247153.LAS,6201.0
MRT,DEGF,132.0,Maximum Recorded Temperature,0504509356,0504509356_2247153.LAS,6201.0
BHT,DEGF,175.0,Bottom Hole Temperature (used in calculations),0504509360,0504509360_2238859.LAS,5740.0
MRT,DEGF,135.0,Maximum Recorded Temperature,0504509360,0504509360_2238859.LAS,5740.0
BHT,DEGF,215.0,Bottom Hole Temperature (used in calculations),0504509364,0504509364_3470055.las,9523.0
MRT,DEGF,215.0,Maximum Recorded Temperature,0504509364,0504509364_3470055.las,9523.0
BHT,DEGF,213.0,Bottom Hole Temperature (used in calculations),0504509370,0504509370_2385193.LAS,8971.5
MRT,DEGF,213.0,Maximum Recorded Temperature,0504509370,0504509370_2385193.LAS,8971.5
BHT,DEGF,205.0,Bottom Hole Temperature (used in calculations),0504509371,0504509371_2250539.LAS,6980.0
MRT,DEGF,205.0,Maximum Recorded Temperature,0504509371,0504509371_2250539.LAS,6980.0
BHT,DEGF,165.0,Bottom Hole Temperature (used in calculations),0504509371,0504509371_2258486.LAS,7136.0
MRT,DEGF,165.0,Maximum Recorded Temperature,0504509371,0504509371_2258486.LAS,7136.0
BHT,DEGF,165.0,Bottom Hole Temperature (used in calculations),0504509371,0504509371_2367210.LAS,7148.0
MRT,DEGF,165.0,Maximum Recorded Temperature,0504509371,0504509371_2367210.LAS,7148.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509372,0504509372_2761299.las,7336.0
MRT,DEGF,207.0,Maximum Recorded Temperature,0504509372,0504509372_2761299.las,7336.0
BHT,DEGF,200.0,Bottom Hole Temperature (used in calculations),0504509374,0504509374_2227672.LAS,7220.0
MRT,DEGF,200.0,Maximum Recorded Temperature,0504509374,0504509374_2227672.LAS,7220.0
BHT,DEGF,209.0,Bottom Hole Temperature (used in calculations),0504509377,0504509377_2584588.LAS,7235.5
MRT,DEGF,209.0,Maximum Recorded Temperature,0504509377,0504509377_2584588.LAS,7235.5
BHT,DEGF,223.0,Bottom Hole Temperature (used in calculations),0504509403,0504509403_3247769.las,9774.0
MRT,DEGF,223.0,Maximum Recorded Temperature,0504509403,0504509403_3247769.las,9774.0
MRT,,236 F,MAXIMUM RECORDED TEMPERATURE,0504509419,0504509419_2360735.LAS,8270.0
MRT,,236 F,MAXIMUM RECORDED TEMPERATURE,0504509419,0504509419_2368393.LAS,8270.0
BHT,DEGF,103.0,Bottom Hole Temperature (used in calculations),0504509424,0504509424_2246555.LAS,1548.5
MRT,DEGF,103.0,Maximum Recorded Temperature,0504509424,0504509424_2246555.LAS,1548.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509424,0504509424_2263903.LAS,8578.5
MRT,,,Maximum Recorded Temperature,0504509424,0504509424_2263903.LAS,8578.5
BHT,DEGF,215.0,Bottom Hole Temperature (used in calculations),0504509424,0504509424_2397755.LAS,8638.5
MRT,DEGF,215.0,Maximum Recorded Temperature,0504509424,0504509424_2397755.LAS,8638.5
BHT,DEGF,205.0,Bottom Hole Temperature (used in calculations),0504509433,0504509433_2229828.LAS,8154.0
MRT,DEGF,205.0,Maximum Recorded Temperature,0504509433,0504509433_2229828.LAS,8154.0
BHT,DEGF,199.0,Bottom Hole Temperature (used in calculations),0504509434,0504509434_2409437.LAS,8148.0
MRT,DEGF,199.0,Maximum Recorded Temperature,0504509434,0504509434_2409437.LAS,8148.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509435,0504509435_2282435.LAS,8160.5
MRT,DEGF,186.0,Maximum Recorded Temperature,0504509435,0504509435_2282435.LAS,8160.5
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504509437,0504509437_2377099.LAS,8075.0
MRT,DEGF,182.0,Maximum Recorded Temperature,0504509437,0504509437_2377099.LAS,8075.0
BHT,DEGF,178.0,Bottom Hole Temperature (used in calculations),0504509444,0504509444_2280957.LAS,9024.0
MRT,DEGF,170.0,Maximum Recorded Temperature,0504509444,0504509444_2280957.LAS,9024.0
BHT,DEGF,152.0,Bottom Hole Temperature (used in calculations),0504509451,0504509451_2230447.LAS,7523.0
MRT,DEGF,152.0,Maximum Recorded Temperature,0504509451,0504509451_2230447.LAS,7523.0
BHT,DEGF,155.0,Bottom Hole Temperature (used in calculations),0504509461,0504509461_2286007.LAS,5658.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0504509461,0504509461_2286007.LAS,5658.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509461,0504509461_2357662.LAS,5818.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504509461,0504509461_2357662.LAS,5818.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509462,0504509462_2240414.LAS,5044.0
MRT,DEGF,174.0,Maximum Recorded Temperature,0504509462,0504509462_2240414.LAS,5044.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509462,0504509462_2302488.LAS,5912.5
MRT,DEGF,151.0,Maximum Recorded Temperature,0504509462,0504509462_2302488.LAS,5912.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509462,0504509462_2347383.LAS,5844.5
MRT,DEGF,164.0,Maximum Recorded Temperature,0504509462,0504509462_2347383.LAS,5844.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509463,0504509463_2233006.LAS,5947.0
MRT,DEGF,163.0,Maximum Recorded Temperature,0504509463,0504509463_2233006.LAS,5947.0
BHT,DEGF,133.0,Bottom Hole Temperature (used in calculations),0504509463,0504509463_2277761.LAS,6057.5
MRT,DEGF,133.0,Maximum Recorded Temperature,0504509463,0504509463_2277761.LAS,6057.5
BHT,DEGF,175.0,Bottom Hole Temperature,0504509465,0504509465_2368591.LAS,3110.0
MRT,DEGF,175.0,Maximum Recorded Temperature,0504509465,0504509465_2368591.LAS,3110.0
BHT,DEGF,171.0,Bottom Hole Temperature,0504509465,0504509465_2393378.LAS,5920.0
MRT,DEGF,171.0,Maximum Recorded Temperature,0504509465,0504509465_2393378.LAS,5920.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504509482,0504509482_2295627.LAS,8624.0
MRT,DEGF,181.0,Maximum Recorded Temperature,0504509482,0504509482_2295627.LAS,8624.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509482,0504509482_2358125.LAS,8666.0
MRT,DEGF,181.0,Maximum Recorded Temperature,0504509482,0504509482_2358125.LAS,8666.0
MRT,,210 F,MAXIMUM RECORDED TEMPERATURE,0504509500,0504509500_2753278.las,6310.0
BHT,DEGF,303.0,Bottom Hole Temperature (used in calculations),0504509501,0504509501_2380223.LAS,8830.5
MRT,DEGF,303.0,Maximum Recorded Temperature,0504509501,0504509501_2380223.LAS,8830.5
BHT,DEGF,92.0,Bottom Hole Temperature (used in calculations),0504509501,0504509501_2383107.LAS,1530.0
MRT,DEGF,92.0,Maximum Recorded Temperature,0504509501,0504509501_2383107.LAS,1530.0
BHT,,175 F,BOTTOMHOLE TEMPERATURE,0504509506,0504509506_2301958.LAS,7452.0
MRT,,175 F,MAXIMUM RECORDED TEMPERATURE,0504509506,0504509506_2301958.LAS,7452.0
BHT,DEGF,138.0,Bottom Hole Temperature (used in calculations),0504509540,0504509540_2229285.LAS,7285.0
MRT,DEGF,138.0,Maximum Recorded Temperature,0504509540,0504509540_2229285.LAS,7285.0
BHT,DEGF,135.0,Bottom Hole Temperature (used in calculations),0504509544,0504509544_2761096.las,3547.5
MRT,DEGF,135.0,Maximum Recorded Temperature,0504509544,0504509544_2761096.las,3547.5
BHT,DEGF,212.0,Bottom Hole Temp,0504509544,0504509544_2761097.las,9114.5
MRT,DEGF,*******,Max Recorded Temp,0504509544,0504509544_2761097.las,9114.5
BHT,DEGF,224.0,Bottom Hole Temperature,0504509549,0504509549_2341463.LAS,8127.5
MRT,DEGF,224.0,Maximum Recorded Temperature,0504509549,0504509549_2341463.LAS,8127.5
BHT,DEGF,154.0,Bottom Hole Temperature (used in calculations),0504509551,0504509551_2260150.LAS,7989.0
MRT,DEGF,154.0,Maximum Recorded Temperature,0504509551,0504509551_2260150.LAS,7989.0
BHT,DEGF,171.0,Bottom Hole Temperature (used in calculations),0504509552,0504509552_2318774.LAS,8036.5
MRT,DEGF,171.0,Maximum Recorded Temperature,0504509552,0504509552_2318774.LAS,8036.5
BHT,DEGF,224.0,Bottom Hole Temperature,0504509553,0504509553_2248598.LAS,7943.0
MRT,DEGF,211.0,Maximum Recorded Temperature,0504509553,0504509553_2248598.LAS,7943.0
BHTEMP,degF,170.0,Bottom Hole Temperature,0504509566,0504509566_2585226.las,6678.5
MRT,degF,170.0,Maximum Recorded Temperature,0504509566,0504509566_2585226.las,6678.5
BHTEMP,degF,175.3,Bottom Hole Temperature,0504509576,0504509576_2585214.las,6617.0
MRT,degF,175.3,Maximum Recorded Temperature,0504509576,0504509576_2585214.las,6617.0
BHT,DEGF,153.0,Bottom Hole Temperature (used in calculations),0504509788,0504509788_2249594.LAS,7878.5
MRT,DEGF,153.0,Maximum Recorded Temperature,0504509788,0504509788_2249594.LAS,7878.5
BHT,DEGF,184.0,Bottom Hole Temperature (used in calculations),0504509809,0504509809_2231133.LAS,8404.0
MRT,DEGF,184.0,Maximum Recorded Temperature,0504509809,0504509809_2231133.LAS,8404.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509822,0504509822_2275095.LAS,8382.0
MRT,DEGF,180.0,Maximum Recorded Temperature,0504509822,0504509822_2275095.LAS,8382.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509822,0504509822_2388949.LAS,8380.0
MRT,DEGF,183.0,Maximum Recorded Temperature,0504509822,0504509822_2388949.LAS,8380.0
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504509823,0504509823_2236510.LAS,8543.5
MRT,DEGF,182.0,Maximum Recorded Temperature,0504509823,0504509823_2236510.LAS,8543.5
BHT,DEGF,203.0,Bottom Hole Temperature (used in calculations),0504509823,0504509823_2320606.LAS,8533.5
MRT,DEGF,203.0,Maximum Recorded Temperature,0504509823,0504509823_2320606.LAS,8533.5
BHT,DEGF,176.0,Bottom Hole Temperature (used in calculations),0504509824,0504509824_2312105.LAS,8412.0
MRT,DEGF,176.0,Maximum Recorded Temperature,0504509824,0504509824_2312105.LAS,8412.0
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504509825,0504509825_2379219.LAS,8460.0
MRT,DEGF,182.0,Maximum Recorded Temperature,0504509825,0504509825_2379219.LAS,8460.0
BHT,DEGF,202.0,Bottom Hole Temperature (used in calculations),0504509826,0504509826_2386947.LAS,8673.0
MRT,DEGF,202.0,Maximum Recorded Temperature,0504509826,0504509826_2386947.LAS,8673.0
BHT,DEGF,183.0,Bottom Hole Temperature (used in calculations),0504509836,0504509836_2264809.LAS,8934.0
MRT,DEGF,183.0,Maximum Recorded Temperature,0504509836,0504509836_2264809.LAS,8934.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504509838,0504509838_2356060.LAS,9114.0
MRT,DEGF,218.0,Maximum Recorded Temperature,0504509838,0504509838_2356060.LAS,9114.0
BHT,DEGF,168.0,Bottom Hole Temperature (used in calculations),0504509839,0504509839_2264476.LAS,7926.0
MRT,DEGF,168.0,Maximum Recorded Temperature,0504509839,0504509839_2264476.LAS,7926.0
BHT,DEGF,170.0,Bottom Hole Temperature (used in calculations),0504509840,0504509840_2279383.LAS,8973.0
MRT,DEGF,174.0,Maximum Recorded Temperature,0504509840,0504509840_2279383.LAS,8973.0
BHT,DEGF,180.0,Bottom Hole Temperature (used in calculations),0504509843,0504509843_2400170.LAS,8943.0
MRT,DEGF,180.0,Maximum Recorded Temperature,0504509843,0504509843_2400170.LAS,8943.0
BHT,DEGF,234.0,Bottom Hole Temperature,0504509849,0504509849_2332789.LAS,9199.0
MRT,DEGF,234.0,Maximum Recorded Temperature,0504509849,0504509849_2332789.LAS,9199.0
BHT,DEGF,169.0,Bottom Hole Temperature (used in calculations),0504509850,0504509850_2282058.LAS,8826.0
MRT,DEGF,169.0,Maximum Recorded Temperature,0504509850,0504509850_2282058.LAS,8826.0
BHTEMP,degF,170.0,Bottom Hole Temperature,0504509855,0504509855_2585224.las,6771.5
MRT,degF,170.0,Maximum Recorded Temperature,0504509855,0504509855_2585224.las,6771.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504509862,0504509862_2304069.LAS,7989.0
MRT,DEGF,184.0,Maximum Recorded Temperature,0504509862,0504509862_2304069.LAS,7989.0
BHT,DEGF,180.0,Bottom Hole Temperature (used in calculations),0504509863,0504509863_2366249.LAS,8324.0
